8 1 0 0.1 12 26 0 0.25 0.45 0 0 0.1 0 0 0 0 0 0.1 0 0 0 0 0 0 12 15 0 0 0 0 0 0
9 1 0 0.7273 10 22 0 0 0 0 0 0 0 0.0909 1 0 0 0 0 0 0 0 0.1818 0 11 6 0 0 0 0 0 0
13 1 0.2722 0.0237 5 134 0 0.3077 0 0.2367 0 0.0355 0 0.071 0 0 0 0 0.0355 0 0.3333 0.3333 0 0 5 31 0.0178 0 0 0 0 0
15 1 0.2143 0 9 3 0 0.5 0 0 0 0.2143 0 0 0 0 0 0.0714 0 0 0.3333 0.3333 0 0 9 7 0 0 0 0 0 0
17 1 0 0 2 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 2 0 0 0 0 1 0
20 1 0 0 3 1 0 0.5714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 5 0.2857 0.1429 0 0 0 0
23 1 0 0.1765 4 3 0 0 0.4706 0 0 0 0 0 0.3333 0 0 0 0.1765 0 0.3333 0 0 0 3 5 0 0 0 0 0 0
36 0 0 0 1 1 0.75 0 0.25 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 2 3 0 0 0 0 1 0
37 0 0 0.0202 11 26 0 0.2424 0.303 0 0 0 0.0202 0.0202 0.5 0 0 0.3333 0 0 0 0 0 0 11 20 0 0 0 0 1 0
39 0 0 1 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0
42 0 0 0.8625 20 799 0 0.0125 0.05 0 0 0 0 0.0375 0.5 0.025 0 0 0 0.0125 0 0 0 0 21 46 0 0 0 0 1 0
43 0 0 0 7 22 0.3333 0 0.3333 0 0 0 0 0.3333 0.5 0 0 0 0 0 0 0 0 0 7 3 0 0 0 0 1 0
46 0 0 0 2 0 0 0.6667 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 3 0 0 0 0 0 0
49 0 0 0.0909 7 20 0 0 0.8182 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 7 6 0 0 0 0 1 0
50 0 0 0 13 51 0.0517 0.4138 0.0517 0.0345 0.0517 0.2069 0 0 0 0 0 0 0 0 0 0.5 0 0 13 14 0.1897 0 0 0 0 0
59 0 0 0 22 28 0.2857 0.1429 0.5714 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 23 4 0 0 0 0 1 0
65 0 0.0323 0 14 101 0 0.6129 0.0968 0 0 0.1613 0 0 0 0 0 0 0 0 0 0 0 0 14 21 0.0968 0 0 0 1 0
68 0 0 0 3 2 0 0 0.5484 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 3 10 0.3871 0.0645 0 0 1 0
79 0 0 0 6 10 0 0 1 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 6 7 0 0 0 0 1 0
82 0 0 0 3 12 0 0.6364 0.3636 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 7 0 0 0 0 1 0
85 0 0 1 20 13 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 20 17 0 0 0 0 0 0
87 0 0 0 12 43 0 0.6263 0.1313 0 0 0.1818 0 0 0 0 0 0 0.0606 0 0 0.5 0 0 12 19 0 0 0 0 0 0
93 0 0 0 14 40 0.1176 0.1176 0 0 0 0.0588 0 0 0.5 0 0 0.7059 0 0 0 0 0 0 15 10 0 0 0 0 1 0
95 0 0 0 6 22 0 0 0 0.5556 0 0 0 0.0952 0 0 0 0 0.0952 0 0.5 0 0.0635 0 7 9 0 0.1905 0.5 0 0 0
96 0 0 0.0143 10 79 0.0286 0 0 0.0714 0 0 0.3143 0.0143 0 0 0 0 0.0571 0 0.5 0 0 0 11 25 0.0143 0.4857 0.5 0 0 0
100 0 0 0 14 2425 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 14 372 0 0 0.5 0 0 0
101 0 0 0 7 4 0 0.1351 0.0541 0 0 0 0.6757 0 0 0 0 0.1351 0 0 0.5 0 0 0 4 6 0 0 0.5 0 0 0
105 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1429 0.5 0 0 0 2 4 0 0.5714 0.5 0 0 0
112 0 0.0173 0.1014 16 2483 0.0253 0.3751 0.2393 0.0315 0.0057 0.0323 0.0032 0.0729 0 0.0051 0 0.008 0.0176 0.0064 0.5 0 0.0134 0 16 689 0.0111 0.0097 0.5 0 0 0
117 0 0 0 25 28 0 0 0.0552 0 0.3129 0 0 0 0 0 0 0.092 0 0.1411 0 0 0 0 26 39 0 0.0184 0 0.2331 0 0
120 0 0 0 12 56 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 13 14 0 0 0 0 0 0
125 0 0 0.0202 7 149 0 0 0.0202 0.0606 0.0303 0.0303 0 0.0404 0 0 0 0 0.0808 0 0.5 0 0 0 8 29 0.5758 0.1111 0.5 0.0303 0 0
134 0 0 0 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 4 0 0 1 0 0 0
141 0 0 0 6 11 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 6 11 0 0 0 0 0 0
142 0 0 0 2 3 0 0.25 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0
145 0 0 0 5 5 0.06 0.42 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 5 10 0.04 0.48 0.5 0 0 0
148 0 0 0 5 9 0 0 0 0 0 0 0 0 0.5 0 0 1 0 0 0 0 0 0 5 4 0 0 0 0 0 0
151 0 0 0 4 0 0 0 0.8077 0 0.0769 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 7 0.1154 0 0 0 0 0
164 0 0 0 8 53 0 0 0.0282 0 0 0 0.9718 0 0 0 0 0 0 0 0 0 0 0 9 13 0 0 1 0 1 0
169 0 0 0 3 0 0 0 1 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0
171 0 0 0 3 5 0 0.1667 0 0 0 0 0 0 0.5 0 0 0.8333 0 0 0 0 0 0 4 6 0 0 0 0 0 0
177 0 0 0.4865 7 28 0 0 0 0 0 0 0 0.1081 0.5 0 0 0 0 0 0 0 0 0.5 8 11 0 0 0 0 0 0
178 0 0.1034 0 11 64 0.819 0 0 0 0 0 0 0.0776 0.5 0 0 0 0 0 0 0 0 0 11 20 0 0 0 0 0 0
179 0 0 0 2 2 0 0 0 0 0.2 0 0 0 0.5 0 0 0 0 0 0 0 0 0 2 3 0 0 0 0.8 0 0
187 0 0 0.3043 7 17 0 0 0 0 0 0 0 0.087 0.5 0 0.6087 0 0 0 0 0 0 0 8 13 0 0 0 0 0 0
188 0 0 0.3235 11 71 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0.0588 0 0 0 0.5 11 19 0 0 0 0 0 0
191 0 0 0 5 29 0 0 0.0833 0 0 0.8333 0 0 0 0 0 0.0833 0 0 0 0.3333 0 0.3333 6 7 0 0 0 0 0 0
200 0 0 0 1 1 0 0 0 0 0.6667 0 0 0 0.5 0 0 0 0 0 0 0 0 0 1 2 0 0.3333 0 0 0 0
210 0 0 0.0791 27 345 0 0 0 0 0 0 0 0.0863 0.5 0.0863 0 0 0 0 0 0 0.0576 0.5 28 28 0 0 0 0 0 0
213 0 0 0 1 1 0.1667 0.6667 0 0 0.1667 0 0 0 0.3333 0 0 0 0 0 0 0 0 0.3333 1 2 0 0 0 0 0 0
217 0 0 0.3333 5 18 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0.5 5 4 0 0 0 0 0 0
234 0 0 0.7013 19 597 0.013 0.1494 0.0292 0 0 0 0 0.0195 0.3333 0.039 0 0.0097 0.0195 0 0 0 0 0.3333 20 34 0 0 0 0 0 0
236 0 0 0 4 26 0.4286 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 5 8 0 0 0 0 0 0
237 0 0 0.5217 2 12 0.1304 0 0 0 0 0 0 0 1 0.1739 0 0 0 0 0 0 0.1739 0 2 3 0 0 0 0 0 0
251 0 0 0.875 10 62 0 0 0 0 0 0 0 0.125 1 0 0 0 0 0 0 0 0 0 11 5 0 0 0 0 0 0
254 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
264 0 0 1 1 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0.5 0 2 0 0 0 0 0 0
265 0 0 0 15 47 0.1224 0 0 0 0 0 0.6735 0 0.5 0 0 0 0 0.0612 0 0 0 0 15 10 0 0.0408 0.5 0 1 0
268 0 0 0.0645 24 57 0 0.5806 0.0968 0 0 0.0968 0 0 0 0 0 0.0968 0 0 0 0.5 0 0 24 9 0.0645 0 0 0 0 0
269 0 0 0 1 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 1 0 1 0.5 0 1 0
280 0 0 0 5 11 0 0 0 0 0 0 1 0 0.5 0 0 0 0 0 0 0 0 0 5 7 0 0 0.5 0 1 0
296 0 0 0 3 63 0 0 0 0.322 0 0 0 0 0 0.0508 0 0 0.5508 0 1 0 0 0 3 21 0.0254 0.0508 0 0 0 0
301 0 0 0 11 113 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0.5 0 0 12 18 0 0 0 0 0 0
314 0 0 0 5 15 0 0.1154 0.8846 0 0 0 0 0 0.3333 0 0 0 0 0 0 0 0 0.3333 5 6 0 0 0 0 0 0
320 0 0 0.0909 7 20 0 0 0.8182 0 0 0 0 0 0.3333 0 0 0 0 0 0 0 0 0.3333 7 6 0 0 0 0 0 0
321 0 0 0.3235 11 71 0 0 0 0 0 0 0 0 0.3333 0 0 0 0 0.0588 0 0 0 0.3333 11 19 0 0 0 0 0 0
328 0 0 0 3 15 1 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 4 5 0 0 0.5 0 1 0
330 0 0 0 7 8 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 6 4 0 0 0 0 0 0
345 0 0 0.6444 12 253 0.0741 0 0 0 0 0 0 0.0148 0.5 0.2444 0 0 0 0 0 0 0.0222 0 13 29 0 0 0 0 0 0
350 0 0 0 3 11 0 0 0 0 0.0625 0 0 0 0.5 0 0 0 0 0.1875 0 0 0 0 3 10 0 0 0 0 0 0
353 0 0 1 4 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0
368 0 0 0.8462 9 5 0 0 0 0 0 0 0 0 0.3333 0 0 0 0 0 0 0 0 0.3333 9 4 0 0 0 0 1 0
369 0 0 0 5 5 0.1667 0 0 0 0 0 0.6667 0 0.5 0 0 0 0 0 0 0 0 0 5 3 0 0 0.5 0 1 0
383 0 0 0 1 1 0.75 0 0.25 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 2 3 0 0 0.5 0 1 0
387 0 0 1 22 14883 0 0 0 0 0 0 0 0 0.3333 0 0 0 0 0 0 0 0 0.3333 23 476 0 0 0 0 1 0
397 0 0 0 12 12 0.4217 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 13 20 0 0 0.5 0 1 0
401 0 0 0.1034 5 17 0 0 0 0 0 0 0 0.4828 1 0 0 0 0 0 0 0 0 0 6 6 0 0 0 0 1 0
406 0 0 0.7143 2 1 0 0 0 0 0 0 0 0.1429 0.5 0.1429 0 0 0 0 0 0 0 0.5 2 3 0 0 0 0 1 0
408 0 0 0.6429 4 12 0.1429 0 0 0 0 0 0 0.2143 1 0 0 0 0 0 0 0 0 0 4 4 0 0 0 0 0 0
413 0 0 0.5841 5 104 0 0 0 0 0 0 0 0.0265 0.3333 0 0 0 0 0.3451 0 0 0 0.3333 6 23 0 0.0265 0 0 0 0
414 0 0 0.9333 4 17 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0.0333 0 0 0 0.5 4 8 0 0.0333 0 0 1 0
415 0 0 0 4 54 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 5 3 0 0 0 0 0 0
419 0 0 0 4 3 0 0.3333 0 0 0 0 0 0.3333 1 0 0 0 0 0 0 0 0 0 4 3 0 0 0 0 0 0
423 0 0 1 10 57 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 10 47 0 0 0 0 0 0
437 0 0.0294 0 10 80 0 0.3725 0.4216 0 0 0 0 0 0 0 0 0.0882 0 0 0 0 0 0 11 30 0.0882 0 0 0 0 0
444 0 0.2278 0.0295 12 147 0.0506 0.0422 0 0.1519 0 0.211 0 0.1181 0.3333 0 0 0 0.0549 0 0.3333 0 0.1013 0.3333 13 32 0 0 0 0 0 0
456 0 0 0 7 68 0 0 0 0 0.1111 0 0 0 0 0 0 0.1111 0 0.1111 0.5 0 0 0 8 5 0 0 0 0.6667 0 0
459 0 0 0.5 2 0 0 0 0 0 0 0 0 0 0.5 0 0.5 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
467 0 0 0 5 4 0 0.1379 0.2069 0 0.1034 0 0 0 0 0 0 0.4138 0 0 0 0 0 0 5 5 0 0 0 0 0 0
470 0 0 0.7686 26 555 0.0165 0 0 0 0 0 0 0.1983 0.5 0 0 0 0 0 0 0 0.0165 0 26 25 0 0 0 0 0 0
473 0 0.0667 0 14 31 0 0.7333 0.1333 0 0 0.0667 0 0 0 0 0 0 0 0 0.5 0 0 0 14 11 0 0 0 0 0 0
480 0 0.0833 0 9 4 0 0.6667 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 10 7 0.25 0 0 0 0 0
481 0 0 0.4706 14 8 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 13 5 0 0 0 0 0 0
502 0 0 0 5 7 0.1053 0 0 0 0.1579 0 0.4211 0 0 0 0 0 0 0.3158 0 0 0 0 5 6 0 0 1 0 0 0
503 0 0 0.1176 1 1 0.1176 0 0 0 0 0 0 0.2353 1 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0
504 0 0 0 12 24 0.3333 0 0.5 0 0 0 0 0 0.3333 0 0 0.1667 0 0 0 0 0 0.3333 13 3 0 0 0 0 1 0
509 0 0.1091 0 16 58 0 0.7091 0.0364 0 0 0.1273 0 0 0 0 0 0 0.0182 0 0.5 0 0 0 17 22 0 0 0 0 0 0
514 0 0.0612 0 14 52 0 0.2857 0 0.0408 0 0.3673 0 0 0 0 0 0 0 0 0.3333 0.3333 0 0 14 12 0 0 0 0 0 0
515 0 0.1064 0 11 154 0 0.8723 0 0 0 0 0 0 0 0 0 0 0.0213 0 0.3333 0.3333 0 0 12 28 0 0 0 0 0 0
517 0 0 0 18 57 0 0.7632 0.0263 0.0263 0 0.0395 0.0395 0 0 0 0 0 0.0789 0 0.3333 0.3333 0 0 19 20 0.0263 0 0 0 0 0
520 0 0.25 0 2 0 0 0.25 0 0 0 0.25 0 0 0 0 0 0 0.25 0 0.3333 0.3333 0 0 0 3 0 0 0 0 0 0
522 0 0 0 2 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0.15 0 0 0 0 0 5 0 0 0 0.45 1 0
528 0 0.228 0 32 50 0 0.6383 0.0729 0 0 0.0608 0 0 0 0 0 0 0 0 0.3333 0.3333 0 0 33 40 0 0 0 0 0 0
531 0 0.1429 0 3 5 0 0.8571 0 0 0 0 0 0 0 0 0 0 0 0 0.3333 0.3333 0 0 3 4 0 0 0 0 0 0
